2015-06-23 12:08:22 [INFO ] root:33 	Running TARANTULA
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.JavaCharStream:160
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.ASTParser:500
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.ASTParser:8258
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.JavaCharStream:161
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.ASTParserTokenManager:752
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.JavaCharStream:190
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.ASTParserTokenManager:753
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.ASTParserTokenManager:267
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.JavaCharStream:188
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.ASTParser:8270
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.JavaCharStream:187
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.ASTParser:8265
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.ASTParser:8276
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.JavaCharStream:181
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.ASTParser:8271
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.ASTParser:8272
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.ASTParser:6934
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.ASTParser:6933
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.ASTParserTokenManager:738
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.ASTParserTokenManager:740
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.ASTParser:964
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.ASTParserTokenManager:745
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.JavaCharStream:280
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.JavaCharStream:276
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.JavaCharStream:278
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.ASTParser:924
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.ASTParserTokenManager:224
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.ASTParser:926
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.ASTParserTokenManager:704
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.ASTParserTokenManager:220
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.ASTParser:2007
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.ASTParser:6890
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.ASTParserTokenManager:230
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.ASTParser:2012
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.ASTParser:6889
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.ASTParser:2013
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.ASTParserTokenManager:683
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.ASTParserTokenManager:688
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.ASTParserTokenManager:689
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.ast.test.TestIssue46:17
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.ast.test.TestIssue46:18
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.ast.test.TestIssue46:19
2015-06-23 12:09:01 [DEBUG] root:61 	Slicing - create Trace file: 25163 ms
2015-06-23 12:09:01 [DEBUG] root:61 	Slicing - slice: 1 ms
2015-06-23 12:09:01 [DEBUG] root:61 	Slicing - read trace file: 12283 ms
2015-06-23 12:09:01 [DEBUG] root:61 	Slicing Overall: 37447 ms
2015-06-23 12:09:01 [DEBUG] root:61 	causeTraces= japa.parser.ASTParserTokenManager:920, japa.parser.ASTParserTokenManager:919, japa.parser.ASTParserTokenManager:922, japa.parser.ASTParserTokenManager:918, japa.parser.ASTParserTokenManager:1731, japa.parser.ASTParserTokenManager:1733, japa.parser.ASTParserTokenManager:1734, japa.parser.ASTParserTokenManager:1735, japa.parser.ASTParserTokenManager:1736, japa.parser.ASTParserTokenManager:1727, japa.parser.ASTParserTokenManager:1729, japa.parser.ASTParserTokenManager:1730, japa.parser.ASTParserTokenManager:405, japa.parser.ASTParser:4998, japa.parser.ASTParserTokenManager:1752, japa.parser.ASTParserTokenManager:1742, japa.parser.ASTParser:9800, japa.parser.ASTParser:604, japa.parser.ASTParser:9806, japa.parser.ASTParserTokenManager:1745, japa.parser.ASTParser:9805, japa.parser.ASTParser:9804, japa.parser.ASTParserTokenManager:401, japa.parser.ASTParserTokenManager:1764, japa.parser.ASTParser:4819, japa.parser.JavaCharStream:288, japa.parser.JavaCharStream:291, japa.parser.ASTParser:4821, japa.parser.ASTParser:4807, japa.parser.ASTParser:5001, japa.parser.ASTParser:4999, japa.parser.ASTParser:4809, japa.parser.ASTParserTokenManager:1756, japa.parser.ASTParserTokenManager:2311, japa.parser.ASTParserTokenManager:415, japa.parser.ASTParserTokenManager:1759, japa.parser.ASTParserTokenManager:2313, japa.parser.ASTParser:5003, japa.parser.ASTParser:9788, japa.parser.ASTParserTokenManager:1760, japa.parser.ASTParserTokenManager:2314, japa.parser.ast.test.Helper:62, japa.parser.ASTParser:579, japa.parser.ast.test.Helper:66, japa.parser.JavaCharStream:407, japa.parser.ASTParser:577, japa.parser.ASTParserTokenManager:309, japa.parser.ASTParserTokenManager:307, japa.parser.JavaCharStream:408, japa.parser.ast.test.Helper:58, japa.parser.ASTParserTokenManager:330, japa.parser.ast.test.Helper:77, japa.parser.ASTParserTokenManager:326, japa.parser.ASTParserTokenManager:321, japa.parser.ast.test.Helper:70, japa.parser.ASTParserTokenManager:315, japa.parser.ASTParserTokenManager:2226, japa.parser.ASTParser:7593, japa.parser.ASTParserTokenManager:340, japa.parser.ASTParserTokenManager:2220, japa.parser.ASTParserTokenManager:2232, japa.parser.ASTParserTokenManager:335, japa.parser.ASTParserTokenManager:2231, japa.parser.ASTParserTokenManager:2227, japa.parser.ASTParser:7576, japa.parser.ASTParser:7579, japa.parser.ASTParser:560, japa.parser.ASTParserTokenManager:2236, japa.parser.ASTParser:562, japa.parser.JavaCharStream:362, japa.parser.ASTParserTokenManager:347, japa.parser.ASTParserTokenManager:348, japa.parser.ASTParser:7590, japa.parser.ASTParser:7573, japa.parser.ASTParserTokenManager:2198, japa.parser.ASTParser:222, japa.parser.ASTParserTokenManager:2196, japa.parser.JavaCharStream:476, japa.parser.ASTParserTokenManager:2202, japa.parser.ASTParser:9900, japa.parser.ASTParser:7570, japa.parser.ASTParser:9901, japa.parser.ASTParserTokenManager:2199, japa.parser.ASTParserTokenManager:2200, japa.parser.ASTParser:9903, japa.parser.ASTParser:7565, japa.parser.ASTParserTokenManager:2189, japa.parser.ASTParser:7566, japa.parser.ASTParserTokenManager:2190, japa.parser.ASTParser:9905, japa.parser.ASTParserTokenManager:2187, japa.parser.ASTParser:230, japa.parser.ASTParserTokenManager:2188, japa.parser.ASTParser:7564, japa.parser.ASTParser:223, japa.parser.ASTParserTokenManager:2192, japa.parser.ASTParserTokenManager:2214, japa.parser.ASTParserTokenManager:510, japa.parser.ASTParserTokenManager:2212, japa.parser.ASTParser:7556, japa.parser.ASTParser:7555, japa.parser.ASTParserTokenManager:1597, japa.parser.ASTParserTokenManager:1600, japa.parser.ASTParserTokenManager:1599, japa.parser.ASTParserTokenManager:2216, japa.parser.ASTParserTokenManager:2215, japa.parser.ASTParserTokenManager:1601, japa.parser.ASTParserTokenManager:1130, japa.parser.ASTParser:246, japa.parser.ASTParserTokenManager:2203, japa.parser.ASTParserTokenManager:2210, japa.parser.ASTParserTokenManager:2208, japa.parser.ASTParserTokenManager:2207, japa.parser.ASTParser:9930, japa.parser.ASTParserTokenManager:2165, japa.parser.ASTParser:9933, japa.parser.ASTParserTokenManager:2168, japa.parser.ASTParserTokenManager:528, japa.parser.ASTParser:9934, japa.parser.ASTParserTokenManager:529, japa.parser.ASTParserTokenManager:2169, japa.parser.ASTParserTokenManager:2170, japa.parser.ASTParserTokenManager:530, japa.parser.ASTParser:9938, japa.parser.ASTParserTokenManager:2157, japa.parser.ASTParser:9935, japa.parser.ASTParser:9936, japa.parser.JavaParser:94, japa.parser.ASTParserTokenManager:535, japa.parser.ASTParser:9941, japa.parser.JavaParser:81, japa.parser.ASTParser:269, japa.parser.JavaCharStream:424, japa.parser.JavaCharStream:421, japa.parser.JavaParser:75, japa.parser.ASTParserTokenManager:2174, japa.parser.JavaParser:76, japa.parser.JavaCharStream:416, japa.parser.JavaParser:77, japa.parser.ASTParserTokenManager:2175, japa.parser.ASTParserTokenManager:434, japa.parser.ASTParserTokenManager:432, japa.parser.ASTParser:9960, japa.parser.ASTParserTokenManager:2130, japa.parser.ASTParserTokenManager:2127, japa.parser.ASTParserTokenManager:2154, japa.parser.ASTParserTokenManager:2153, japa.parser.ASTParserTokenManager:448, japa.parser.ASTParserTokenManager:2149, japa.parser.ASTParser:9943, japa.parser.ASTParser:176, japa.parser.ASTParser:6669, japa.parser.ASTParser:6939, japa.parser.ASTParser:9955, japa.parser.ASTParser:6668, japa.parser.ASTParser:9958, japa.parser.ASTParser:9957, japa.parser.ASTParser:6936, japa.parser.ASTParserTokenManager:454, japa.parser.ASTParser:6935, japa.parser.ASTParserTokenManager:453, japa.parser.ASTParserTokenManager:2140, japa.parser.ASTParser:6938, japa.parser.ASTParserTokenManager:452, japa.parser.ASTParser:9954, japa.parser.ASTParser:6937, japa.parser.ASTParserTokenManager:1131, japa.parser.ASTParserTokenManager:1132, japa.parser.ASTParserTokenManager:1133, japa.parser.ASTParserTokenManager:1134, japa.parser.ASTParserTokenManager:1677, japa.parser.ASTParserTokenManager:459, japa.parser.ASTParserTokenManager:1137, japa.parser.ASTParser:9992, japa.parser.ASTParserTokenManager:1139, japa.parser.ASTParserTokenManager:1144, japa.parser.ASTParserTokenManager:2120, japa.parser.ASTParserTokenManager:479, japa.parser.JavaCharStream:490, japa.parser.ASTParserTokenManager:481, japa.parser.ASTParser:9990, japa.parser.ASTParser:9989, japa.parser.ASTParserTokenManager:483, japa.parser.ASTParserTokenManager:1512, japa.parser.ASTParserTokenManager:1513, japa.parser.ASTParserTokenManager:1514, japa.parser.ASTParserTokenManager:1507, japa.parser.ASTParserTokenManager:678, japa.parser.ASTParserTokenManager:1510, japa.parser.ASTParserTokenManager:676, japa.parser.ASTParserTokenManager:1504, japa.parser.ASTParserTokenManager:1500, japa.parser.ASTParserTokenManager:1502, japa.parser.ASTParser:384, japa.parser.ASTParserTokenManager:117, japa.parser.ASTParser:6718, japa.parser.ASTParser:6717, japa.parser.ASTParserTokenManager:108, japa.parser.ASTParserTokenManager:110, japa.parser.ASTParser:377, japa.parser.ASTParser:382, japa.parser.ASTParserTokenManager:647, japa.parser.ASTParserTokenManager:648, japa.parser.ASTParserTokenManager:628, japa.parser.ASTParser:7326, japa.parser.ASTParser:6796, japa.parser.ASTParserTokenManager:614, japa.parser.ASTParserTokenManager:611, japa.parser.ASTParser:6797, japa.parser.ASTParserTokenManager:2055, japa.parser.ASTParserTokenManager:67, japa.parser.ASTParserTokenManager:2054, japa.parser.ASTParserTokenManager:69, japa.parser.ASTParserTokenManager:606, japa.parser.ASTParserTokenManager:64, japa.parser.ASTParserTokenManager:604, japa.parser.ASTParser:7329, japa.parser.ASTParserTokenManager:60, japa.parser.ASTParserTokenManager:61, japa.parser.ASTParserTokenManager:56, japa.parser.ASTParserTokenManager:58, japa.parser.ASTParserTokenManager:57, japa.parser.ASTParserTokenManager:590, japa.parser.ASTParser:318, japa.parser.ASTParserTokenManager:588, japa.parser.ASTParser:317, japa.parser.ASTParser:7345, japa.parser.ASTParser:314, japa.parser.JavaCharStream:99, japa.parser.ASTParserTokenManager:106, japa.parser.JavaCharStream:98, japa.parser.JavaCharStream:97, japa.parser.ast.CompilationUnit:108, japa.parser.ASTParser:303, japa.parser.ASTParserTokenManager:572, japa.parser.ASTParserTokenManager:98, japa.parser.ASTParserTokenManager:95, japa.parser.ASTParserTokenManager:92, japa.parser.ASTParser:290, japa.parser.ASTParserTokenManager:568, japa.parser.ASTParserTokenManager:570, japa.parser.ASTParser:7381, japa.parser.ASTParserTokenManager:2065, japa.parser.ast.CompilationUnit:82, japa.parser.ASTParser:520, japa.parser.JavaCharStream:204, japa.parser.ASTParser:521, japa.parser.ASTParser:524, japa.parser.JavaCharStream:200, japa.parser.ASTParser$GTToken:203, japa.parser.JavaCharStream:196, japa.parser.ASTParserTokenManager:260, japa.parser.ASTParserTokenManager:259, japa.parser.JavaCharStream:198, japa.parser.ASTParser$GTToken:198, japa.parser.ASTParserTokenManager:263, japa.parser.ASTParser:2004, japa.parser.ASTParser:6852, japa.parser.ASTParser:6853, japa.parser.JavaCharStream:208, japa.parser.JavaCharStream:210, japa.parser.ASTParser:6832, japa.parser.ASTParser:6831, japa.parser.JavaCharStream:170, japa.parser.ASTParserTokenManager:293, japa.parser.JavaCharStream:167, japa.parser.ASTParser:8261, japa.parser.ASTParser:8256, japa.parser.ASTParser:8255, japa.parser.JavaCharStream:163, japa.parser.ASTParser:8258, japa.parser.ASTParser:500, japa.parser.JavaCharStream:160, japa.parser.JavaCharStream:161, japa.parser.JavaCharStream:190, japa.parser.ASTParserTokenManager:752, japa.parser.ASTParserTokenManager:267, japa.parser.ASTParserTokenManager:753, japa.parser.ASTParser:8270, japa.parser.JavaCharStream:188, japa.parser.JavaCharStream:187, japa.parser.ASTParser:8265, japa.parser.ASTParser:8276, japa.parser.JavaCharStream:181, japa.parser.ASTParser:8271, japa.parser.ASTParser:8272, japa.parser.ASTParser:6934, japa.parser.ASTParser:6933, japa.parser.ASTParserTokenManager:738, japa.parser.ASTParser:964, japa.parser.ASTParserTokenManager:740, japa.parser.ASTParserTokenManager:745, japa.parser.JavaCharStream:280, japa.parser.JavaCharStream:276, japa.parser.JavaCharStream:278, japa.parser.ASTParser:924, japa.parser.ASTParser:926, japa.parser.ASTParserTokenManager:224, japa.parser.ASTParserTokenManager:704, japa.parser.ASTParserTokenManager:220, japa.parser.ASTParser:2007, japa.parser.ASTParser:2012, japa.parser.ASTParserTokenManager:230, japa.parser.ASTParser:6890, japa.parser.ASTParser:6889, japa.parser.ASTParser:2013, japa.parser.ASTParserTokenManager:683, japa.parser.ASTParserTokenManager:688, japa.parser.ASTParserTokenManager:689, japa.parser.ast.test.TestIssue46:17, japa.parser.ast.test.TestIssue46:18, japa.parser.ast.test.TestIssue46:19
2015-06-23 12:09:01 [DEBUG] root:61 	Analyzing classes: 
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.ASTParser
japa.parser.JavaCharStream
japa.parser.ast.test.Helper
japa.parser.ASTParserTokenManager
japa.parser.ast.test.TestIssue46
japa.parser.ast.CompilationUnit
japa.parser.ASTParser$GTToken
japa.parser.JavaParser
2015-06-23 12:09:01 [DEBUG] root:61 	RUNNING JACOCO..
2015-06-23 12:09:01 [DEBUG] root:61 	Start vmRunner..
2015-06-23 12:09:01 [DEBUG] root:61 	destfile= C:\Users\DELL50~1\AppData\Local\Temp\tzJacoco7932309002477473353.exec
2015-06-23 12:09:01 [DEBUG] root:61 	junitResultFile= C:\Users\DELL50~1\AppData\Local\Temp\tzJunitRes2270942396188798916.txt
2015-06-23 12:09:01 [DEBUG] root:61 	append=true
2015-06-23 12:09:01 [DEBUG] root:61 	testMethods= [japa.parser.ast.test.TestDumper.testClassComments, japa.parser.ast.test.TestDumper.testDumpVisitor, japa.parser.ast.test.TestDumper.testJavadoc, japa.parser.ast.test.TestDumper.testComments, japa.parser.ast.test.TestIssue46.testCommentsIssue46]
2015-06-23 12:09:01 [DEBUG] root:61 	allClassNames= [japa.parser.ASTParser, japa.parser.JavaCharStream, japa.parser.ast.test.Helper, japa.parser.ASTParserTokenManager, japa.parser.ast.test.TestIssue46, japa.parser.ast.CompilationUnit, japa.parser.ASTParser$GTToken, japa.parser.JavaParser, japa.parser.ast.test.TestDumper, japa.parser.ast.test.TestIssue46]
2015-06-23 12:09:01 [DEBUG] root:61 	junitClassNames= [japa.parser.ast.test.TestDumper, japa.parser.ast.test.TestIssue46]
2015-06-23 12:09:01 [DEBUG] root:61 	testingClassNames= [japa.parser.ASTParser, japa.parser.JavaCharStream, japa.parser.ast.test.Helper, japa.parser.ASTParserTokenManager, japa.parser.ast.test.TestIssue46, japa.parser.ast.CompilationUnit, japa.parser.ASTParser$GTToken, japa.parser.JavaParser]
2015-06-23 12:09:01 [DEBUG] root:61 	start cmd..
2015-06-23 12:09:01 [DEBUG] root:61 	D:/_1_Projects/Tzuyu/tools/jdk1.6.0_26-64b\bin\java -javaagent:C:\Users\DELL50~1\AppData\Local\Temp\jacocoagent4970919733957179725.jar=append=true,destfile=C:\Users\DELL50~1\AppData\Local\Temp\tzJacoco7932309002477473353.exec,includes=japa.parser.ASTParser:japa.parser.JavaCharStream:japa.parser.ast.test.Helper:japa.parser.ASTParserTokenManager:japa.parser.ast.test.TestIssue46:japa.parser.ast.CompilationUnit:japa.parser.ASTParser$GTToken:japa.parser.JavaParser -cp D:\_1_Projects\Tzuyu\workspace\trunk/app/slicer.javaslicer/target/classes;D:\_1_Projects\Tzuyu\workspace\trunk/etc/app_assembly/sav-commons.jar;D:/_1_Projects/Tzuyu/tools/jdk1.6.0_26-64b/bin;D:/_1_Projects/Tzuyu/workspace/TEST_CASES/testdata\javaparser\bin;D:\_1_Projects\Tzuyu\workspace\trunk/etc/app_assembly/tzuyu-jacoco.jar sav.strategies.junit.JunitRunner -methods japa.parser.ast.test.TestDumper.testClassComments -destfile C:\Users\DELL50~1\AppData\Local\Temp\tzJunitRes2270942396188798916.txt -testingclass japa.parser.ASTParser japa.parser.JavaCharStream japa.parser.ast.test.Helper japa.parser.ASTParserTokenManager japa.parser.ast.test.TestIssue46 japa.parser.ast.CompilationUnit japa.parser.ASTParser$GTToken japa.parser.JavaParser japa.parser.ast.test.TestDumper japa.parser.ast.test.TestIssue46
2015-06-23 12:09:01 [DEBUG] root:61 	D:/_1_Projects/Tzuyu/tools/jdk1.6.0_26-64b\bin\java
2015-06-23 12:09:01 [DEBUG] root:61 	-javaagent:C:\Users\DELL50~1\AppData\Local\Temp\jacocoagent4970919733957179725.jar=append=true,destfile=C:\Users\DELL50~1\AppData\Local\Temp\tzJacoco7932309002477473353.exec,includes=japa.parser.ASTParser:japa.parser.JavaCharStream:japa.parser.ast.test.Helper:japa.parser.ASTParserTokenManager:japa.parser.ast.test.TestIssue46:japa.parser.ast.CompilationUnit:japa.parser.ASTParser$GTToken:japa.parser.JavaParser
2015-06-23 12:09:01 [DEBUG] root:61 	-cp
2015-06-23 12:09:01 [DEBUG] root:61 	D:\_1_Projects\Tzuyu\workspace\trunk/app/slicer.javaslicer/target/classes;D:\_1_Projects\Tzuyu\workspace\trunk/etc/app_assembly/sav-commons.jar;D:/_1_Projects/Tzuyu/tools/jdk1.6.0_26-64b/bin;D:/_1_Projects/Tzuyu/workspace/TEST_CASES/testdata\javaparser\bin;D:\_1_Projects\Tzuyu\workspace\trunk/etc/app_assembly/tzuyu-jacoco.jar
2015-06-23 12:09:01 [DEBUG] root:61 	sav.strategies.junit.JunitRunner
2015-06-23 12:09:01 [DEBUG] root:61 	-methods
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.ast.test.TestDumper.testClassComments
2015-06-23 12:09:01 [DEBUG] root:61 	-destfile
2015-06-23 12:09:01 [DEBUG] root:61 	C:\Users\DELL50~1\AppData\Local\Temp\tzJunitRes2270942396188798916.txt
2015-06-23 12:09:01 [DEBUG] root:61 	-testingclass
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.ASTParser
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.JavaCharStream
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.ast.test.Helper
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.ASTParserTokenManager
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.ast.test.TestIssue46
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.ast.CompilationUnit
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.ASTParser$GTToken
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.JavaParser
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.ast.test.TestDumper
2015-06-23 12:09:01 [DEBUG] root:61 	japa.parser.ast.test.TestIssue46
2015-06-23 12:09:02 [DEBUG] root:61 	start cmd..
2015-06-23 12:09:02 [DEBUG] root:61 	D:/_1_Projects/Tzuyu/tools/jdk1.6.0_26-64b\bin\java -javaagent:C:\Users\DELL50~1\AppData\Local\Temp\jacocoagent4970919733957179725.jar=append=true,destfile=C:\Users\DELL50~1\AppData\Local\Temp\tzJacoco7932309002477473353.exec,includes=japa.parser.ASTParser:japa.parser.JavaCharStream:japa.parser.ast.test.Helper:japa.parser.ASTParserTokenManager:japa.parser.ast.test.TestIssue46:japa.parser.ast.CompilationUnit:japa.parser.ASTParser$GTToken:japa.parser.JavaParser -cp D:\_1_Projects\Tzuyu\workspace\trunk/app/slicer.javaslicer/target/classes;D:\_1_Projects\Tzuyu\workspace\trunk/etc/app_assembly/sav-commons.jar;D:/_1_Projects/Tzuyu/tools/jdk1.6.0_26-64b/bin;D:/_1_Projects/Tzuyu/workspace/TEST_CASES/testdata\javaparser\bin;D:\_1_Projects\Tzuyu\workspace\trunk/etc/app_assembly/tzuyu-jacoco.jar sav.strategies.junit.JunitRunner -methods japa.parser.ast.test.TestDumper.testDumpVisitor -destfile C:\Users\DELL50~1\AppData\Local\Temp\tzJunitRes2270942396188798916.txt -testingclass japa.parser.ASTParser japa.parser.JavaCharStream japa.parser.ast.test.Helper japa.parser.ASTParserTokenManager japa.parser.ast.test.TestIssue46 japa.parser.ast.CompilationUnit japa.parser.ASTParser$GTToken japa.parser.JavaParser japa.parser.ast.test.TestDumper japa.parser.ast.test.TestIssue46
2015-06-23 12:09:02 [DEBUG] root:61 	D:/_1_Projects/Tzuyu/tools/jdk1.6.0_26-64b\bin\java
2015-06-23 12:09:02 [DEBUG] root:61 	-javaagent:C:\Users\DELL50~1\AppData\Local\Temp\jacocoagent4970919733957179725.jar=append=true,destfile=C:\Users\DELL50~1\AppData\Local\Temp\tzJacoco7932309002477473353.exec,includes=japa.parser.ASTParser:japa.parser.JavaCharStream:japa.parser.ast.test.Helper:japa.parser.ASTParserTokenManager:japa.parser.ast.test.TestIssue46:japa.parser.ast.CompilationUnit:japa.parser.ASTParser$GTToken:japa.parser.JavaParser
2015-06-23 12:09:02 [DEBUG] root:61 	-cp
2015-06-23 12:09:02 [DEBUG] root:61 	D:\_1_Projects\Tzuyu\workspace\trunk/app/slicer.javaslicer/target/classes;D:\_1_Projects\Tzuyu\workspace\trunk/etc/app_assembly/sav-commons.jar;D:/_1_Projects/Tzuyu/tools/jdk1.6.0_26-64b/bin;D:/_1_Projects/Tzuyu/workspace/TEST_CASES/testdata\javaparser\bin;D:\_1_Projects\Tzuyu\workspace\trunk/etc/app_assembly/tzuyu-jacoco.jar
2015-06-23 12:09:02 [DEBUG] root:61 	sav.strategies.junit.JunitRunner
2015-06-23 12:09:02 [DEBUG] root:61 	-methods
2015-06-23 12:09:02 [DEBUG] root:61 	japa.parser.ast.test.TestDumper.testDumpVisitor
2015-06-23 12:09:02 [DEBUG] root:61 	-destfile
2015-06-23 12:09:02 [DEBUG] root:61 	C:\Users\DELL50~1\AppData\Local\Temp\tzJunitRes2270942396188798916.txt
2015-06-23 12:09:02 [DEBUG] root:61 	-testingclass
2015-06-23 12:09:02 [DEBUG] root:61 	japa.parser.ASTParser
2015-06-23 12:09:02 [DEBUG] root:61 	japa.parser.JavaCharStream
2015-06-23 12:09:02 [DEBUG] root:61 	japa.parser.ast.test.Helper
2015-06-23 12:09:02 [DEBUG] root:61 	japa.parser.ASTParserTokenManager
2015-06-23 12:09:02 [DEBUG] root:61 	japa.parser.ast.test.TestIssue46
2015-06-23 12:09:02 [DEBUG] root:61 	japa.parser.ast.CompilationUnit
2015-06-23 12:09:02 [DEBUG] root:61 	japa.parser.ASTParser$GTToken
2015-06-23 12:09:02 [DEBUG] root:61 	japa.parser.JavaParser
2015-06-23 12:09:02 [DEBUG] root:61 	japa.parser.ast.test.TestDumper
2015-06-23 12:09:02 [DEBUG] root:61 	japa.parser.ast.test.TestIssue46
2015-06-23 12:09:03 [DEBUG] root:61 	start cmd..
2015-06-23 12:09:03 [DEBUG] root:61 	D:/_1_Projects/Tzuyu/tools/jdk1.6.0_26-64b\bin\java -javaagent:C:\Users\DELL50~1\AppData\Local\Temp\jacocoagent4970919733957179725.jar=append=true,destfile=C:\Users\DELL50~1\AppData\Local\Temp\tzJacoco7932309002477473353.exec,includes=japa.parser.ASTParser:japa.parser.JavaCharStream:japa.parser.ast.test.Helper:japa.parser.ASTParserTokenManager:japa.parser.ast.test.TestIssue46:japa.parser.ast.CompilationUnit:japa.parser.ASTParser$GTToken:japa.parser.JavaParser -cp D:\_1_Projects\Tzuyu\workspace\trunk/app/slicer.javaslicer/target/classes;D:\_1_Projects\Tzuyu\workspace\trunk/etc/app_assembly/sav-commons.jar;D:/_1_Projects/Tzuyu/tools/jdk1.6.0_26-64b/bin;D:/_1_Projects/Tzuyu/workspace/TEST_CASES/testdata\javaparser\bin;D:\_1_Projects\Tzuyu\workspace\trunk/etc/app_assembly/tzuyu-jacoco.jar sav.strategies.junit.JunitRunner -methods japa.parser.ast.test.TestDumper.testJavadoc -destfile C:\Users\DELL50~1\AppData\Local\Temp\tzJunitRes2270942396188798916.txt -testingclass japa.parser.ASTParser japa.parser.JavaCharStream japa.parser.ast.test.Helper japa.parser.ASTParserTokenManager japa.parser.ast.test.TestIssue46 japa.parser.ast.CompilationUnit japa.parser.ASTParser$GTToken japa.parser.JavaParser japa.parser.ast.test.TestDumper japa.parser.ast.test.TestIssue46
2015-06-23 12:09:03 [DEBUG] root:61 	D:/_1_Projects/Tzuyu/tools/jdk1.6.0_26-64b\bin\java
2015-06-23 12:09:03 [DEBUG] root:61 	-javaagent:C:\Users\DELL50~1\AppData\Local\Temp\jacocoagent4970919733957179725.jar=append=true,destfile=C:\Users\DELL50~1\AppData\Local\Temp\tzJacoco7932309002477473353.exec,includes=japa.parser.ASTParser:japa.parser.JavaCharStream:japa.parser.ast.test.Helper:japa.parser.ASTParserTokenManager:japa.parser.ast.test.TestIssue46:japa.parser.ast.CompilationUnit:japa.parser.ASTParser$GTToken:japa.parser.JavaParser
2015-06-23 12:09:03 [DEBUG] root:61 	-cp
2015-06-23 12:09:03 [DEBUG] root:61 	D:\_1_Projects\Tzuyu\workspace\trunk/app/slicer.javaslicer/target/classes;D:\_1_Projects\Tzuyu\workspace\trunk/etc/app_assembly/sav-commons.jar;D:/_1_Projects/Tzuyu/tools/jdk1.6.0_26-64b/bin;D:/_1_Projects/Tzuyu/workspace/TEST_CASES/testdata\javaparser\bin;D:\_1_Projects\Tzuyu\workspace\trunk/etc/app_assembly/tzuyu-jacoco.jar
2015-06-23 12:09:03 [DEBUG] root:61 	sav.strategies.junit.JunitRunner
2015-06-23 12:09:03 [DEBUG] root:61 	-methods
2015-06-23 12:09:03 [DEBUG] root:61 	japa.parser.ast.test.TestDumper.testJavadoc
2015-06-23 12:09:03 [DEBUG] root:61 	-destfile
2015-06-23 12:09:03 [DEBUG] root:61 	C:\Users\DELL50~1\AppData\Local\Temp\tzJunitRes2270942396188798916.txt
2015-06-23 12:09:03 [DEBUG] root:61 	-testingclass
